"ID","Site","Length","Width","Thickness","Other.typologies","Angle.1","Angle.2","Angle.3","Angle.4","Angle.5","Bow","Area","Long.base","Short.base","Campaign","Layer","Colour","Distal.side.length","Proximal.side.length","Date","Date.BP","Calibrated.date","Sd.Date.BP","Direction.bow","Direction.short.base","Direction.distal.side","Direction.proximal.side","Excavated.by","Extension.bow","Extension.short.base","Extension.distal.side","Extension.proximal.side","Phase","Reliability","Broad.Shape","Type.Fortea","Type.Garcia.Puchol","Type.Juan.Cabanilles","Original.museum.ID","Location.museum.ID","Inclination.bow","Inclination.short.base","Inclination.distal.side","Inclination.proximal.side","Shape.Proximal","Reliability.proximal","Shape.distal","Reliability.distal","Shape.short.base","Reliability.short.base","Shape.bow","Reliability.bow","Raw.material","Microburin","Archaeological.level","Comments","Outline.vertex","Orientation","Grid","Residual.retouch","Sector","Symmetry","Sub.grid","Location","X","Y","Z","Vertex","X_geo","Y_geo","Z_geo","rel","Label.Fortea"
1619,"Cueva de la Cocina","1.99","0.88","0.21","","55.9","34.1","129.3","140.7","0","0","1.05","2.17","0.53",1943,3,"Groc","1.39","0.88","19.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","96.44","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1942",120656,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","A","No","","SIP",NA,NA,"","Taprezoidal","","","",96.44,"G6"
1621,"Cueva de la Cocina","1.85","0.82","0.23","","53.74","35.79","125.07","145.4","0","0","0.93","1.85","0.32",1943,3,"Gris","1.23","0.9","19.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G7. Trapecio con un lado convexo","TRa 9.1.6 Trapecio con un lado convexo","G10. Trapecio con lado(s) convexo(s)","1942",120656,"No escau","Inexistent","Abrupte","Abrupte","Convex","Complet","Co

ncau suau alt","Complet","Inexistent","Complet","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","A","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G8"
1622,"Cueva de la Cocina","1.55","1.01","0.27","","67.85","59.06","108.6","124.49","0","0","1.16","1.76","0.84",1943,3,"Blanc","1.05","1.03","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","96.55","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","No en te",120657,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau suau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","A","No","","SIP",NA,NA,"","Taprezoidal","","","",96.55,"G7"
1623,"Cueva de la Cocina","1.1","1.04","0.2","","68.63","68.06","108.45","114.86","0","0","0.81","1.12","0.34",1943,3,"Variat","1.05","1.07","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","99.78","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","No en te",120658,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Incomplet","Rectilini desplaçat","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","A","Si","","SIP",NA,NA,"","Taprezoidal","","","",99.78,"G2"
1624,"Cueva de la Cocina","1.55","0.81","0.25","","45.32","44.92","129.83","139.93","0","0","0.77","1.59","0.27",1943,3,"Gris","0.93","0.95","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","1975",120668,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Rectilini regular","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","Si","","SIP",NA,NA,"","Taprezoidal","","","",100,"G2"
1625,"Cueva de la Cocina","1.55","1.26","0.22","","70.56","50.44","122.94","116.06","0","0","1.05","1.57","0.28",1943,3,"Melat","1.46","1.12","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Convex suau baix","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G3"
1626,"Cueva de la Cocina","1.78","1.16","0.23","","51.79","47.16","138.2","122.84","0","0","1.12","1.81","0.3",1943,3,"Crema","1.24","1.1","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
1627,"Cueva de la Cocina","1.53","0.81","0.2","","61.72","36.56","124.05","137.67","0","0","0.69","1.6","0.28",1943,3,"Gris","1.19","0.77","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","99.71","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Rectilini regular","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",99.71,"G6"
1629,"Cueva de la Cocina","1.2","0.91","0.17","","46.15","74.8","139.13","99.92","0","0","0.57","1.21","0.2",1943,3,"Gris","0.87","1.13","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","1975",120668,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Rectilini recte","Complet","Inexistent","Complet","No escau","No escau","Silex Jurassic","No","","",NA,"Dreta","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G3"
1632,"Cueva de la Cocina","1.57","0.81","0.15","","58.31","40.16","130.83","130.7","0","0","0.73","1.58","0.28",1943,3,"Gris clar","1.14","0.81","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Convex suau baix","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
1633,"Cueva de la Cocina","1.22","0.89","0.11","","64.39","48.83","114.46","132.32","0","0","0.52","1.24","0.16",1943,3,"Blanc","1.06","0.89","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1975",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
1634,"Cueva de la Cocina","1.79","1.1","0.29","","52.71","47","130.66","129.63","0","0","1.04","1.82","0.39",1943,3,"Melat","1.17","1.04","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
1635,"Cueva de la Cocina","1.87","0.82","0.22","","61.79","34.58","112.26","151.37","0","0","0.92","1.92","0.59",1943,3,"Gris","1.16","0.81","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
1636,"Cueva de la Cocina","1.43","1.19","0.25","","66","57.28","124.16","112.56","0","0","0.83","1.44","0.34",1943,3,"Gris","1.24","1.08","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
1637,"Cueva de la Cocina","1.46","1.03","0.23","","66.5","44.23","118.49","130.78","0","0","0.92","1.7","0.32",1943,3,"Melat","1.37","1.02","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","95.68","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Convex","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",95.68,"G6"
1638,"Cueva de la Cocina","1.61","1","0.18","","46.33","70.74","127.7","115.23","0","0","0.86","1.65","0.42",1943,3,"Melat","0.97","1.32","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Inversa","Pericot","No escau","Inexistent","Continu","Continu","","99.31","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau suau alt","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",99.31,"G7"
1640,"Cueva de la Cocina","2.53","0.91","0.22","","33.45","45.39","144.77","136.39","0","0","1.43","2.92","0.75",1943,3,"Gris","1.2","1.6","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","97.16","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau suau alt","Incomplet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",97.16,"G7"
1641,"Cueva de la Cocina","2.06","1.04","0.18","","60.43","31.6","121.64","146.33","0","0","1.19","2.35","0.5",1943,3,"Melat","1.62","0.96","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","98.14","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau pronunciat","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","Si","B","No","","SIP",NA,NA,"","Taprezoidal","","","",98.14,"G7"
1642,"Cueva de la Cocina","1.91","0.85","0.22","","57.31","39.18","132.67","130.84","0","0","0.97","1.93","0.56",1943,3,"Blanc","1.22","0.8","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","1974",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
1644,"Cueva de la Cocina","2.04","0.71","0.21","","48.7","21.81","137.15","152.34","0","0","0.84","2.42","0.32",1943,3,"Gris","1.7","0.8","21.06.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","97.09","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1975",120668,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Convex pronunciat","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Taprezoidal","","","",97.09,"G6"
1645,"Cueva de la Cocina","1.48","0.79","0.26","","73.07","31.79","0","0","75.15","0","0.7","1.49","0",1943,3,"Blanc","1.47","0.81","21.06.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G17. Triangulo escaleno con el lado pequeno concavo","Ta 9.3.9 Triangulo escaleno con el lado pequeno concavo","G3. Triangulo de retoque abrupto","1992",120668,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Convex","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","B","No","","SIP",NA,NA,"","Si","","","",100,"G17"
