"ID","Site","Length","Width","Thickness","Other.typologies","Angle.1","Angle.2","Angle.3","Angle.4","Angle.5","Bow","Area","Long.base","Short.base","Campaign","Layer","Colour","Distal.side.length","Proximal.side.length","Date","Date.BP","Calibrated.date","Sd.Date.BP","Direction.bow","Direction.short.base","Direction.distal.side","Direction.proximal.side","Excavated.by","Extension.bow","Extension.short.base","Extension.distal.side","Extension.proximal.side","Phase","Reliability","Broad.Shape","Type.Fortea","Type.Garcia.Puchol","Type.Juan.Cabanilles","Original.museum.ID","Location.museum.ID","Inclination.bow","Inclination.short.base","Inclination.distal.side","Inclination.proximal.side","Shape.Proximal","Reliability.proximal","Shape.distal","Reliability.distal","Shape.short.base","Reliability.short.base","Shape.bow","Reliability.bow","Raw.material","Microburin","Archaeological.level","Comments","Outline.vertex","Orientation","Grid","Residual.retouch","Sector","Symmetry","Sub.grid","Location","X","Y","Z","Vertex","X_geo","Y_geo","Z_geo","rel","Label.Fortea"
762,"Cueva de la Cocina","1.85","0.91","0.24","","43.01","58.13","140.5","118.36","0","0","1","1.88","0.42",1941,8,"Gris","1.03","1.24","04.04.2018",7475,"8351-8215",25,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A2","100","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","131",120121,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Convex suau baix","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G3"
763,"Cueva de la Cocina","1.48","0.7","0.19","","61.33","31.22","117.94","149.51","0","0","0.54","1.53","0.28",1941,8,"Gris","1.1","0.65","04.04.2018",7475,"8351-8215",25,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A2","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","141",120121,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau suau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
764,"Cueva de la Cocina","1.78","0.93","0.24","","62.04","44.74","118.33","134.89","0","0","1","1.89","0.62",1941,8,"Ocre","1.18","0.94","04.04.2018",7475,"8351-8215",25,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A2","98.68","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","137",120121,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",98.68,"G7"
771,"Cueva de la Cocina","2.12","0.8","0.22","","40.17","30.58","0","0","109.25","0","0.65","2.15","0",1941,8,"Melat","1.47","1.16","04.04.2018",7475,"8351-8215",25,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","A2","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","133",120121,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Co

ncau pronunciat","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
775,"Cueva de la Cocina","1.46","0.98","0.28","","69.58","35.05","124.53","130.83","0","0","0.88","1.82","0.22",1941,9,"Rosa","1.59","0.92","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Part trencada","Pericot","No escau","Inexistent","Continu","Part trencada","A1","95.97","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","No en te",120122,"No escau","Inexistent","Abrupte","Part trencada","Part trencada","Incomplet","Co

ncau suau alt","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","Si","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",95.97,"G3"
776,"Cueva de la Cocina","1.3","0.61","0.29","","40.27","55.65","151.34","112.73","0","0","0.46","1.31","0.43",1941,9,"Melat","0.65","0.69","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","No en te",120122,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Rectilini desplaçat","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
777,"Cueva de la Cocina","1.46","0.68","0.25","","64.58","44.14","120.51","130.76","0","0","0.66","1.66","0.64",1941,9,"Melat","1","0.71","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","96.23","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","No en te",120122,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.23,"G6"
778,"Cueva de la Cocina","2.02","0.82","0.24","","62.45","46.45","121.86","129.24","0","0","1.14","2.2","1.05",1941,9,"Melat","1.12","0.83","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","95.26","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","No en te",120122,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",95.26,"G6"
779,"Cueva de la Cocina","1.73","0.71","0.19","","64.46","39.02","116.56","139.96","0","0","0.74","1.78","0.69",1941,9,"Melat","1.02","0.7","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","98.74","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","No en te",120122,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","Si","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",98.74,"G7"
781,"Cueva de la Cocina","1.67","1","0.28","","38.58","76.63","150.81","93.98","0","0","0.96","1.73","0.35",1941,9,"Gris","1.01","1.48","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","98.09","Trapezi","G4. Trapecio rectangulo","TRa 9.1.3 Trapecio rectangulo","G11. Trapecio rectangulo con lado menor rectilineo o concavo","188",120123,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Rectilini desplaçat","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",98.09,"G4"
782,"Cueva de la Cocina","2.02","0.89","0.23","","51.22","31.96","135.83","140.99","0","0","1.03","2.19","0.42",1941,9,"Marro

","1.43","0.9","04.04.2018",NA,"",NA,"No escau","Inexistent","Inversa","Inversa","Pericot","No escau","Inexistent","Continu","Continu","A1","96.96","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","190",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.96,"G7"
783,"Cueva de la Cocina","2.2","1.06","0.28","","70.37","32.98","110.54","146.11","0","0","1.11","2.17","0.34",1941,9,"Morat","1.77","1.02","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","187",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
784,"Cueva de la Cocina","1.92","0.84","0.18","","57.1","25.8","119.62","157.48","0","0","0.89","2.33","0.24",1941,9,"Melat","1.76","0.93","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","96.47","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","192",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.47,"G6"
785,"Cueva de la Cocina","1.95","0.91","0.24","","48.37","33.05","147.57","131.01","0","0","0.88","1.98","0.41",1941,9,"Variat","1.27","0.78","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","184",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau pronunciat","Complet","Inexistent","Complet","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
786,"Cueva de la Cocina","1.7","0.76","0.17","","52.51","33.65","139.47","134.37","0","0","0.74","1.83","0.43",1941,9,"Blanc","1.17","0.71","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","99.64","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","195",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau pronunciat","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",99.64,"G7"
788,"Cueva de la Cocina","1.4","0.91","0.2","","70.9","46.84","121.22","121.04","0","0","0.78","1.48","0.39",1941,9,"Blanc","1.2","0.84","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","96.19","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","201",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau suau alt","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.19,"G6"
789,"Cueva de la Cocina","1.61","0.97","0.29","","55.37","53.98","142.12","108.53","0","0","0.88","1.59","0.5",1941,9,"Gris","1.07","0.87","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","189",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau suau","Complet","Inexistent","Complet","No escau","No escau","Silex Jurassic","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
790,"Cueva de la Cocina","1.65","1.02","0.22","","67.67","41.42","107.76","143.16","0","0","1.12","1.89","0.54",1941,9,"Melat","1.31","0.99","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","97.49","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","198",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",97.49,"G7"
791,"Cueva de la Cocina","1.68","1.19","0.29","","82.98","42.56","104.11","130.35","0","0","1.06","1.7","0.43",1941,9,"Variat","1.57","1.02","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G11. Trapecio rectangulo con lado menor rectilineo o concavo","196",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
792,"Cueva de la Cocina","1.83","1.3","0.3","","67.77","43.85","123.26","125.11","0","0","1.17","1.92","0.24",1941,9,"Blanc","1.7","1.22","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","98.38","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","194",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau suau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",98.38,"G6"
793,"Cueva de la Cocina","1.64","1.02","0.29","","70.45","39.93","128.36","121.27","0","0","0.89","1.65","0.18",1941,9,"Crema","1.51","0.97","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","197",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
794,"Cueva de la Cocina","1.65","0.8","0.24","","42.25","64.78","140.53","112.44","0","0","0.75","1.65","0.47",1941,9,"Marro

","0.85","1.1","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","185",120123,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau suau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
795,"Cueva de la Cocina","1.41","1.19","0.23","","79.25","54.8","102.7","123.24","0","0","0.96","1.47","0.5",1941,9,"Melat","1.34","1.1","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","96.31","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","185",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.31,"G7"
796,"Cueva de la Cocina","1.82","0.89","0.22","","59.03","32.56","112.18","156.23","0","0","0.86","1.83","0.29",1941,9,"Rosa","1.3","0.87","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","199",120123,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau alt","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
797,"Cueva de la Cocina","1.58","0.92","0.22","","38.42","59.03","0","0","82.56","0","0.8","1.57","0",1941,9,"Gris","0.99","1.36","04.04.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","A1","100","Triangle","G17. Triangulo escaleno con el lado pequeno concavo","Ta 9.3.9 Triangulo escaleno con el lado pequeno concavo","G3. Triangulo de retoque abrupto","191",120123,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Co

ncau","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Si","","","",100,"G17"
799,"Cueva de la Cocina","1.38","0.95","0.18","","82.13","38.49","113.06","126.32","0","0","0.7","1.5","0.25",1941,10,"Gris","1.46","0.85","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","98.9","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","Il.legible",120125,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Incomplet","Inexistent","Incomplet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",98.9,"G6"
800,"Cueva de la Cocina","1.92","1.16","0.2","","45.27","76.08","127.48","111.16","0","0","1.25","1.88","0.7",1941,10,"Rosa","0.92","1.38","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","Il.legible",120125,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau suau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","Si","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
801,"Cueva de la Cocina","2.32","0.88","0.31","","48.87","28.44","122.68","160.01","0","0","1.06","2.33","0.42",1941,10,"Blanc","1.44","0.99","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","58",120125,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau pronunciat","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
802,"Cueva de la Cocina","1.61","1.03","0.27","","63.47","57.27","115.62","123.64","0","0","0.96","1.62","0.52",1941,10,"Blanc","1.14","1.08","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","58",120125,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
803,"Cueva de la Cocina","1.91","1.17","0.27","","39.48","56.07","126","138.45","0","0","1.25","2.25","0.4",1941,10,"Blanc","1.12","1.61","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","96","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","Il.legible",120125,"No escau","Inexistent","Abrupte","Abrupte","Concau suau","Incomplet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","Si","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96,"G7"
804,"Cueva de la Cocina","1.54","0.76","0.25","","70.7","46.31","125.53","117.46","0","0","0.76","1.59","0.74",1941,10,"Rosa","1.01","0.55","04.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","98.52","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","Il.legible",120125,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Incomplet","Co

ncau suau baix","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",98.52,"G6"
806,"Cueva de la Cocina","1.99","1.34","0.26","","42.91","74.54","128.1","114.45","0","0","1.43","2.13","0.57",1941,11,"Gris","1.14","1.74","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","99.69","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","154",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau suau","Incomplet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",99.69,"G7"
807,"Cueva de la Cocina","2.12","1","0.17","","54.71","36.92","128.31","140.06","0","0","1.06","2.17","0.48",1941,11,"Melat","1.4","1","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","167",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
808,"Cueva de la Cocina","1.92","1.06","0.24","","42.93","52.19","123.75","141.13","0","0","1.06","2.2","0.46",1941,11,"Blanc","1.12","1.46","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","96.6","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","160",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.6,"G7"
809,"Cueva de la Cocina","1.92","0.85","0.19","","51.46","41.85","125.19","141.5","0","0","0.88","1.92","0.46",1941,11,"Rosa","1.14","1","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","166",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
810,"Cueva de la Cocina","2.14","1.09","0.25","","48.22","43.99","137.51","130.28","0","0","1.05","2.16","0.29",1941,11,"Melat","1.42","1.28","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","158",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau pronunciat","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
811,"Cueva de la Cocina","1.85","0.93","0.23","","52.33","38.55","150.67","118.45","0","0","0.9","1.97","0.35",1941,11,"Melat","1.39","0.92","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","99.41","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","161",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau suau alt","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",99.41,"G7"
812,"Cueva de la Cocina","1.89","0.91","0.2","","56.92","42.36","124.43","136.29","0","0","0.88","1.92","0.4",1941,11,"Marro

 clar","1.3","1.03","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","151",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau pronunciat","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
813,"Cueva de la Cocina","2.21","0.84","0.23","","40.47","40.72","145.74","133.08","0","0","1.15","2.2","0.66",1941,11,"Rosa","1.08","0.97","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","151",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Convex","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
814,"Cueva de la Cocina","1.85","1.08","0.24","","52.83","37.8","148.09","121.29","0","0","1.02","1.88","0.25",1941,11,"Blanc","1.37","0.94","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","157",120127,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Convex suau baix","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
